Fighter,Wins,Losses,KOs,KO_Losses,First_KO_Loss_Date,Post_KO_Win_%
Ray Lovato,0,1,0,1,1996-09-07,0.0
Alexander Makhmutov,0,2,0,0,,
Julio Coronel,0,3,0,2,1996-09-13,0.0
Jesse Magana,0,1,0,1,1996-09-14,0.0
Jan Piet Bergman,0,2,0,2,1996-09-14,0.0
Gene Reed,0,1,0,1,1996-09-21,0.0
Takashi Shiohama,0,1,0,1,1996-10-01,0.0
Bryant Brannon,0,1,0,1,1996-10-04,0.0
Sergio Rey,0,1,0,1,1996-10-12,0.0
Robin Reid,4,4,2,0,,
Joel Diaz,0,1,0,0,,
Ray McElroy,0,1,0,1,1996-10-19,0.0
Richie Woodhall,3,3,1,2,1996-10-19,50.0
Hipolito Saucedo,0,1,0,1,1996-11-01,0.0
Remigio Daniel Molina,0,2,0,2,1996-11-09,0.0
Frans Botha,0,3,0,3,1996-11-09,0.0
Alexander Zolkin,0,1,0,1,1996-11-09,0.0
Morgan Ndumo,0,1,0,1,1996-11-09,0.0
Eddy Saenz,0,2,0,1,1999-02-05,0.0
Ensley Bingham,0,1,0,0,,
Jack Siahaya,0,1,0,1,1996-11-10,0.0
Jose Bonilla,4,1,2,0,,
Gustavo Vera,0,1,0,1,1996-11-24,0.0
Aristead Clayton,0,1,0,0,,
Adonis Cruz,0,2,0,0,,
Jose Arimatea da Silva,0,1,0,1,1996-12-06,0.0
Bernardo Mendoza,0,2,0,1,1996-12-07,0.0
Myung Sub Park,0,1,0,1,1996-12-07,0.0
Stefan Angehrn,0,2,0,0,,
Ivan Robinson,0,1,0,0,,
Scott Welch,0,1,0,0,,
Kam Motma,0,1,0,1,1997-01-11,0.0
Khalid Rahilou,3,1,2,0,,
Nick Rupa,0,1,0,1,1997-01-11,0.0
Kevin Lueshing,0,2,0,2,1997-01-11,0.0
Mauricio Pastrana,4,4,3,1,2007-12-01,0.0
Diosbelys Hurtado,1,2,1,2,1997-01-24,33.33333333333333
Lakva Sim,2,4,2,0,,
Mickey Cantwell,0,3,0,2,1997-12-19,0.0
Giovanni Pretorius,0,1,0,1,1997-02-08,0.0
Alejandro Montiel,0,2,0,0,,
Sirimongkhon Iamthuam,5,2,2,1,1997-11-22,50.0
Jesus Sarabia,0,1,0,0,,
Gerry Penalosa,5,6,4,0,,
Alexander Gurov,0,2,0,2,1997-02-22,0.0
Raul Horacio Balbi,1,4,0,2,1997-02-22,20.0
Mihai Leu,2,0,0,0,,
Santiago Samaniego,0,2,0,1,2003-03-01,0.0
Stevie Johnston,9,2,1,0,,
Jorge Barrera,0,1,0,1,1997-03-08,0.0
Felix Machado,4,3,1,0,,
Montell Griffin,1,3,0,2,1997-08-07,0.0
Luis Doria,0,1,0,1,1997-03-22,0.0
Vaughn Bean,0,2,0,0,,
Mongkol Charoen,0,1,0,0,,
Jose Burgos,2,3,2,1,2007-03-03,0.0
Raul Marquez,3,3,2,2,1997-12-06,0.0
Ralph Jones,0,1,0,1,1997-04-18,0.0
Javier Campanario,0,1,0,1,1997-04-26,0.0
Steve Foster,0,1,0,1,1997-05-03,0.0
Peter Venancio,0,1,0,0,,
Angel Chacon,0,2,0,1,1999-02-13,0.0
Antonio Ruiz,0,1,0,0,,
Mzukisi Marali,0,1,0,1,1997-05-31,0.0
Jesus Chong,1,1,1,0,,
Eric Griffin,0,1,0,1,1997-05-31,0.0
Anatoly Alexandrov,2,2,1,1,1999-08-07,0.0
Charles Brewer,4,3,3,0,,
Gary Ballard,0,1,0,1,1997-06-21,0.0
John Williams,0,1,0,1,1997-06-28,0.0
Sang Chul Lee,0,1,0,0,,
Craig Cummings,0,1,0,1,1997-07-05,0.0
Romallis Ellis,0,1,0,1,1997-07-05,0.0
Tim Austin,10,1,1,0,,
Juan Gerardo Cabrera,0,1,0,1,1997-07-19,0.0
Salvatore Fanni,0,3,0,1,1999-04-17,0.0
William Guthrie,1,1,1,1,1998-02-06,0.0
Darrin Allen,0,1,0,1,1997-07-19,0.0
Jaffa Ballogou,0,1,0,0,,
Glen Johnson,3,8,1,1,1997-07-20,27.27272727272727
Hiroyuki Sakamoto,0,4,0,2,2000-03-12,0.0
Shane Mosley,15,7,10,0,,
Micky Ward,0,1,0,1,1997-08-09,0.0
Enrique Jupiter,0,1,0,0,,
Roque Cassiani,0,1,0,0,,
Wellington Vicente,0,1,0,1,1997-08-30,0.0
Erik Morales,18,5,8,1,2012-10-20,0.0
Hacine Cherifi,1,3,0,1,1999-04-24,0.0
Saul Duran,0,1,0,0,,
Keith Mullings,2,3,1,0,,
Angel Almena,0,1,0,0,,
Eddy Smulders,0,1,0,1,1997-09-20,0.0
Michael Carruth,0,1,0,0,,
Jose Rojas,0,3,0,1,2001-11-17,0.0
Andrew Golota,0,3,0,2,1997-10-04,0.0
Nigel Wenton,0,1,0,0,,
Everardo Morales,0,4,0,3,2003-06-07,0.0
David Armstrong,0,1,0,0,,
Joe Calzaghe,24,0,10,0,,
Imamu Mayfield,2,2,1,2,1998-10-30,0.0
Genaro Rios,0,3,0,2,1998-06-13,0.0
Arnel Barotillo,0,2,0,1,2001-02-17,0.0
Andrew Council,0,2,0,0,,
Carlos Hernandez,2,3,0,0,,
Young Joo Cho,0,1,0,1,1997-11-23,0.0
Manuel Gomez,0,2,0,2,1997-11-25,0.0
Joey DeGrandis,0,2,0,1,2002-04-20,0.0
Carlos Rios,0,3,0,2,1997-12-06,0.0
Jose Manuel Berdonce,0,1,0,0,,
John Lowey,0,1,0,0,,
Hector Lizarraga,1,1,0,0,,
Daren Zenner,0,1,0,0,,
Otis Grant,2,1,0,1,1998-11-14,0.0
Ryan Rhodes,0,2,0,1,2011-06-18,0.0
Andy Agosto,0,1,0,0,,
Eric Jamili,1,3,1,1,1999-05-29,0.0
Barry Jones,1,1,0,1,2000-01-15,0.0
Wilson Palacio,0,1,0,0,,
Adrian Dodson,0,1,0,0,,
Zolani Petelo,6,1,4,1,2001-09-29,0.0
Branko Sobot,0,1,0,1,1998-01-24,0.0
Demetrio Ceballos,0,1,0,1,1998-02-06,0.0
Abraham Torres,0,1,0,1,1998-02-21,0.0
Juan Carlos Gomez,11,1,9,1,2009-03-21,0.0
Young Jin Kim,0,1,0,0,,
Kaaj Chartbandit,0,1,0,0,,
Roberto Garcia,3,2,1,2,1999-10-23,0.0
Marco Rudolph,0,1,0,1,1998-03-14,0.0
Alfonso Sanchez,0,1,0,1,1998-03-14,0.0
Davide Ciarlante,0,1,0,0,,
Faisol Akbar,0,1,0,0,,
Paul Lloyd,0,2,0,0,,
Terry Dunstan,0,1,0,1,1998-03-28,0.0
Shannon Briggs,1,3,1,1,1998-03-28,25.0
Freddie Norwood,8,1,3,1,2000-09-09,0.0
Andrey Shkalikov,0,1,0,0,,
Mahenge Zulu,0,1,0,1,1998-04-03,0.0
Damon Reed,0,1,0,1,1998-04-18,0.0
Gilberto Serrano,2,2,2,2,1998-04-18,50.0
Anis Roga,0,1,0,1,1998-04-30,0.0
Terry Ray,0,1,0,1,1998-05-02,0.0
Sandro Orlando Oviedo,0,1,0,0,,
Ernesto Rafael Sena,0,1,0,0,,
Ernesto Grey,0,2,0,1,2000-04-07,0.0
Carlos Gerena,0,2,0,0,,
Julien Lorcy,2,4,1,0,,
Akhmed Kotiev,4,1,1,1,2000-05-06,0.0
Paulo Alejandro Sanchez,0,1,0,0,,
Ole Klemetsen,0,1,0,0,,
Andrian Kaspari,0,1,0,0,,
Guillermo Jones,3,1,3,0,,
Pedro Ortega,0,1,0,1,1998-06-05,0.0
Cesar Bazan,3,2,0,1,2001-01-20,0.0
Patrick Charpentier,0,1,0,1,1998-06-13,0.0
Wilfrido Ruiz,0,1,0,1,1998-06-27,0.0
Carmelo Caceres,0,2,0,1,1998-07-04,0.0
Luis Rolon,0,1,0,0,,
Julio Gamboa,0,3,0,0,,
Ruben Sanchez Leon,2,1,0,1,1999-04-23,0.0
Juan Carlos Ramirez,0,3,0,1,2003-03-15,0.0
Harry Simon,6,0,2,0,,
Paulie Ayala,5,2,0,0,,
Cho In-joo,6,2,1,1,2001-05-20,0.0
Jose Laureano,0,1,0,1,1998-09-04,0.0
Takanori Hatakeyama,3,2,2,1,1999-06-27,50.0
Glenn Catley,1,3,1,2,2000-09-01,0.0
Mark Prince,0,1,0,1,1998-09-19,0.0
Eduardo Bartolome Morales,0,1,0,1,1998-09-22,0.0
Zeljko Mavrovic,0,1,0,0,,
Willi Fischer,0,1,0,1,1998-09-26,0.0
Alexey Ilyin,0,1,0,1,1998-10-03,0.0
Floyd Mayweather Jr,26,0,6,0,,
Sharmba Mitchell,5,2,0,1,2004-11-06,0.0
James Page,4,1,2,1,2001-02-17,0.0
Andrey Pestryaev,0,1,0,1,1998-10-10,0.0
Tae Kil Lee,0,1,0,0,,
Ramon Ledon,0,1,0,1,1998-10-24,0.0
Sven Ottke,22,0,5,0,,
Mauro Lucero,0,1,0,0,,
Richie Wenton,0,1,0,0,,
Ezequiel Paixao,0,1,0,1,1998-11-14,0.0
Ladislao Vazquez,0,1,0,0,,
Manny Pacquiao,22,5,12,1,1999-09-17,80.0
Jorge Arce,14,6,9,3,1999-07-31,66.66666666666666
Rodney Gordon,0,1,0,1,1998-12-12,0.0
Nestor Garza,3,1,2,0,,
Fernando Vargas,7,2,4,2,2000-12-02,33.33333333333333
Will Grigsby,3,3,0,0,,
Angel Manfredy,0,4,0,2,1998-12-19,0.0
Richard Frazier,0,1,0,1,1999-01-09,0.0
Golden Johnson,0,1,0,1,1999-01-09,0.0
Alberto Esteban Sicurella,0,1,0,0,,
Arnulfo Castillo,0,1,0,1,1999-01-25,0.0
Bert Schenk,2,1,1,1,2000-10-07,0.0
Freeman Barr,0,1,0,1,1999-01-30,0.0
Robert Allen,0,2,0,1,1999-02-06,0.0
Pedro Saiz,0,1,0,0,,
Terron Millett,2,1,2,1,2000-08-05,0.0
Will Taylor,0,1,0,0,,
Giovanni Nardiello,0,1,0,1,1999-02-27,0.0
David Reid,3,1,0,0,,
Oscar Garcia Cano,0,1,0,0,,
Howard Clarke,0,1,0,1,1999-03-13,0.0
Sam Garr,0,1,0,0,,
Sergio Aguila,0,1,0,1,1999-03-27,0.0
Muslim Biyarslanov,0,1,0,1,1999-04-03,0.0
Paul Ingle,2,2,1,1,1999-04-10,50.0
Irene Pacheco,7,2,5,2,2004-12-16,0.0
Luis Cox Coronado,0,1,0,1,1999-04-10,0.0
Victor Polo,0,4,0,0,,
John Brown,0,4,0,2,1999-04-17,0.0
Jose Antonio Lopez Bueno,2,0,2,0,,
Gabriel Mira,0,1,0,1,1999-04-24,0.0
Chaiya Pothang,2,4,0,2,2005-10-29,0.0
Reggie Green,0,2,0,1,2001-01-13,0.0
Peter Malinga,0,1,0,1,1999-04-24,0.0
Carlos Barreto,0,1,0,1,1999-05-08,0.0
Gabriel Hernandez,0,1,0,0,,
Humberto Aranda,0,1,0,1,1999-05-14,0.0
Bruce Scott,0,2,0,1,1999-07-17,0.0
Randall Bailey,4,6,3,3,2002-05-11,16.666666666666664
Mauro Blanc,0,1,0,1,1999-05-21,0.0
Justin Juuko,0,1,0,1,1999-05-22,0.0
Lehlo Ledwaba,6,1,4,1,2001-06-23,0.0
Igor Gerasimov,0,1,0,1,1999-06-04,0.0
Vassiliy Jirov,7,1,6,0,,
Rick Thornberry,0,2,0,0,,
Diego Morales,2,1,1,0,,
Victor Godoi,0,1,0,0,,
Byron Mitchell,4,3,3,1,2003-06-28,0.0
Pone Saengmorakot,0,1,0,1,1999-06-13,0.0
Vitali Klitschko,15,2,9,1,2003-06-21,92.3076923076923
Aldo Nazareno Rios,0,2,0,0,,
Kevin Kelly,0,1,0,0,,
Virgil McClendon,0,1,0,1,1999-07-24,0.0
Reynante Jamili,0,1,0,1,1999-07-31,0.0
Hideki Todaka,3,1,1,1,2000-10-09,0.0
Willard Lewis,0,1,0,0,,
Stefano Zoff,1,3,0,2,1999-11-13,0.0
Pastor Humberto Maurin,0,1,0,0,,
Acelino Freitas,13,2,9,1,2004-08-07,33.33333333333333
Jorge Lacierva,0,3,0,0,,
Paul Spadafora,8,0,1,0,,
Israel Cardona,0,1,0,0,,
Sornpichai Kratingdaenggym,2,1,2,0,,
Paolo Roberto,0,2,0,1,1999-09-10,0.0
Juan Manuel Marquez,10,5,4,0,,
Boonsai Sangsurat,2,1,1,1,2000-05-19,0.0
Dale Brown,0,3,0,2,1999-09-18,0.0
Sione Asipeli,0,1,0,0,,
Edison Valencia Diaz,0,1,0,1,1999-09-25,0.0
Ed Mahone,0,1,0,1,1999-10-09,0.0
Michael Clark,0,1,0,1,1999-10-09,0.0
Noel Arambulet,5,3,0,0,,
Ferid Ben Jeddou,0,1,0,1,1999-10-16,0.0
Choi Yo-sam,4,2,3,1,2002-07-06,0.0
Anupong Saohin Srisuk,0,1,0,0,,
Diego Corrales,7,2,5,1,2001-01-20,60.0
Markus Beyer,10,3,3,2,2000-05-06,72.72727272727273
Anthony Martinez,0,1,0,1,1999-10-26,0.0
Luis Alberto Lazarte,2,5,0,1,2001-12-06,33.33333333333333
Baek Jong-kwon,2,1,0,1,2000-05-21,0.0
Akihiko Nago,0,2,0,0,,
Ken Murphy,0,1,0,1,1999-11-13,0.0
Elio Ortiz,0,1,0,0,,
Adonis Rivas,3,2,0,0,,
Kozo Ishii,0,2,0,2,1999-11-21,0.0
Wilson Enrique Galli,0,1,0,1,1999-11-27,0.0
Armand Krajnc,4,2,3,0,,
Jason Matthews,0,1,0,1,1999-11-27,0.0
Daniel Santos,9,3,5,0,,
Juanito Rubillar,0,4,0,2,2008-11-29,0.0
Napoleon Tagoe,0,1,0,1,1999-12-11,0.0
Obed Sullivan,0,1,0,0,,
Antwun Echols,0,3,0,1,2000-12-01,0.0
Michael Rask,0,1,0,1,1999-12-17,0.0
Isidro Garcia,2,2,1,1,2000-12-15,0.0
Pedro Pena,0,1,0,1,2000-01-14,0.0
David Telesco,0,1,0,0,,
Leif Keiski,0,1,0,1,2000-01-29,0.0
David Starie,0,2,0,0,,
Takashi Koshimoto,1,2,0,2,2000-01-30,33.33333333333333
Kyu Chul Choi,0,1,0,0,,
Sang Ik Yang,0,1,0,0,,
Jose Antonio Aguirre,8,6,5,3,2005-03-11,0.0
On Doowiset,0,1,0,0,,
Zab Judah,11,8,9,2,2007-06-09,20.0
Ahmed Santos,0,1,0,1,2000-02-12,0.0
Masibulele Makepula,1,1,0,0,,
Sandro Casamonica,0,1,0,1,2000-02-19,0.0
Enrique Areco,0,1,0,0,,
Masaki Kawabata,0,1,0,0,,
Victoriano Sosa,0,2,0,0,,
Adan Vargas,0,3,0,1,2001-10-14,0.0
Mohamed Siluvangi,0,1,0,1,2000-03-11,0.0
Jonathan Corn,0,1,0,1,2000-03-11,0.0
Lloyd Bryan,0,1,0,0,,
Julio Alvarez,0,1,0,1,2000-03-17,0.0
Derrick Gainer,3,3,1,1,2000-03-18,50.0
Javier Jauregui,1,2,1,1,2000-03-18,33.33333333333333
Pedro Morquecho,0,1,0,0,,
Chris Byrd,5,2,0,1,2006-04-22,0.0
Valeriy Vykhor,0,1,0,1,2000-04-08,0.0
Pietro Aurino,0,2,0,1,2001-11-03,0.0
Gilberto Gonzalez,0,1,0,1,2000-04-08,0.0
Bruno Girard,5,1,1,1,2003-03-08,0.0
Guty Espadas Jr,2,2,0,0,,
Michael Grant,0,1,0,1,2000-04-29,0.0
Robert McCracken,0,1,0,1,2000-04-29,0.0
Pedro Javier Torres,0,1,0,0,,
Mike Griffith,0,1,0,0,,
Richard Hall,0,3,0,3,2000-05-13,0.0
Syd Vanderpool,0,2,0,1,2004-10-02,0.0
Julio Cesar Avila,0,2,0,1,2004-05-01,0.0
Malcolm Tunacao,1,2,1,2,2001-03-02,0.0
Rito Ruvalcaba,0,1,0,1,2000-05-20,0.0
Joel Casamayor,8,5,5,2,2008-09-13,0.0
Julio Pablo Chacon,3,3,2,0,,
Tocker Pudwill,0,2,0,1,2002-12-14,0.0
Lemuel Nelson,0,1,0,1,2000-06-10,0.0
Suriya Sameechang,0,1,0,1,2000-06-17,0.0
Jose Luis Castillo,6,4,3,2,2005-05-07,0.0
Luiz Claudio Freitas,0,1,0,1,2000-06-17,0.0
Foijan Prawet,0,1,0,0,,
Zoltan Kalocsai,0,1,0,1,2000-06-23,0.0
Junior Witter,3,3,2,0,,
Toshiaki Nishioka,7,3,4,1,2012-10-13,0.0
Ener Julio,1,1,0,0,,
Mamadou Thiam,0,1,0,1,2000-07-22,0.0
Eric Morel,6,4,1,0,,
Andres Fernandez,0,1,0,1,2000-08-05,0.0
John Ruiz,4,5,1,1,2010-04-03,0.0
Beibis Mendoza,1,4,0,1,2005-04-29,0.0
Omar Sheika,0,4,0,1,2000-08-12,0.0
Augie Sanchez,0,1,0,1,2000-08-19,0.0
Ross Thompson,0,1,0,1,2000-08-26,0.0
Masamori Tokuyama,11,1,2,1,2004-06-28,66.66666666666666
Mauricio Martinez,2,2,2,1,2002-03-15,0.0
Lester Fuentes,0,1,0,1,2000-09-04,0.0
Eric Harding,0,1,0,0,,
Willie Jorrin,2,1,0,1,2002-11-01,0.0
Michael Brodie,0,3,0,2,2004-04-10,0.0
Jose Luis Valbuena,0,2,0,1,2004-03-25,0.0
Radford Beasley,0,1,0,1,2000-09-16,0.0
Felix Flores,0,2,0,1,2001-06-30,0.0
Manny Siaca,1,4,0,1,2001-03-03,25.0
Rodney Jones,0,2,0,0,,
Eduardo Enrique Alvarez,0,1,0,1,2000-10-06,0.0
Adam Watt,0,1,0,1,2000-10-07,0.0
Alberto Ontiveros,0,1,0,0,,
Wladimir Klitschko,25,4,16,3,2003-03-08,82.6086956521739
Hector Quiroz,0,1,0,1,2000-10-20,0.0
Erdene Chuluun,0,1,0,1,2000-10-21,0.0
Javier Martinez,0,1,0,1,2000-10-21,0.0
Antonio Diaz,0,3,0,3,2000-11-04,0.0
David Tua,0,1,0,0,,
Antonio Pitalua,0,2,0,1,2009-04-04,0.0
Jonathan Reid,0,1,0,1,2000-12-02,0.0
Steve Forbes,2,3,1,0,,
Keitaro Hoshino,2,4,0,1,2003-06-23,0.0
Gilberto Keb Baas,2,3,0,0,,
Fernando Montiel,17,4,13,1,2011-02-19,0.0
Dave Hilton,1,0,0,0,,
Esham Pickering,0,1,0,1,2000-12-16,0.0
Ka Dy King,0,1,0,1,2000-12-16,0.0
Billy Irwin,0,2,0,1,2005-01-21,0.0
William De Sousa,0,1,0,1,2000-12-16,0.0
Silvio Branco,1,4,1,1,2009-09-25,0.0
Neil Sinclair,0,1,0,1,2000-12-16,0.0
Oscar Larios,9,4,3,2,2005-12-03,25.0
George Arias,0,1,0,0,,
Istvan Kovacs,1,1,1,1,2001-06-16,0.0
Alex Gonzales,0,1,0,1,2001-02-06,0.0
Wayne Alexander,0,1,0,1,2001-02-10,0.0
Andrew Lewis,2,2,1,2,2002-03-30,0.0
Derrick Harmon,0,2,0,1,2003-03-29,0.0
Angel Jose Perez,0,1,0,1,2001-02-24,0.0
Pongsaklek Wonjongkam,22,2,7,1,2012-03-02,0.0
Jesus Salvador Perez,0,1,0,0,,
Shannan Taylor,0,2,0,0,,
Celes Kobayashi,2,1,1,1,2002-03-09,0.0
Terry McGroom,0,1,0,1,2001-03-24,0.0
Zoltan Lunka,0,1,0,1,2001-03-24,0.0
Derrick Jefferson,0,1,0,1,2001-03-24,0.0
James Crawford,0,1,0,1,2001-03-24,0.0
Hugo Dianzo,0,2,0,0,,
Juan Alfonso Keb Baas,0,2,0,1,2003-02-22,0.0
Nelson Dieppa,5,3,3,1,2006-09-30,0.0
Hasim Rahman,1,4,1,4,2001-11-17,0.0
Carlos Contreras,0,1,0,0,,
Mario Veit,0,2,0,2,2001-04-28,0.0
Larry Marks,0,1,0,0,,
Roberto Carlos Leyva,1,5,0,3,2003-03-22,0.0
Daniel Reyes,2,3,2,0,,
Alejandro Lakatos,0,2,0,1,2001-05-05,0.0
Edwin Santana,0,1,0,0,,
Joel Perez,0,1,0,0,,
Vernon Forrest,6,3,1,1,2003-01-25,50.0
Raul Frank,0,1,0,0,,
Ricardo Barajas,0,1,0,1,2001-05-14,0.0
Jose de Jesus Lopez,0,2,0,0,,
Ali Ennebati,0,1,0,1,2001-06-09,0.0
Steve Dotse,0,1,0,0,,
Seung Ho Yuh,0,1,0,1,2001-06-16,0.0
Pedro Alcazar,2,1,0,1,2002-06-22,0.0
Jorge Monsalvo,0,1,0,1,2001-06-23,0.0
Allan Vester,0,1,0,1,2001-06-23,0.0
Oktay Urkal,0,4,0,2,2004-10-23,0.0
DeMarcus Corley,3,3,1,1,2005-02-26,0.0
Hayato Asai,0,1,0,1,2001-07-15,0.0
Adrian Stone,0,1,0,1,2001-07-21,0.0
Chi In-jin,4,2,2,0,,
Julio Cesar Gonzalez,1,4,0,0,,
Charles Shufford,0,1,0,1,2001-08-04,0.0
Edward Barrios,0,1,0,1,2001-08-11,0.0
Yutaka Niida,9,2,1,1,2008-09-15,0.0
James Butler,0,1,0,0,,
Julian Letterlough,0,1,0,1,2001-09-08,0.0
Jose Flores,0,1,0,1,2001-09-22,0.0
Joe Morales,0,1,0,1,2001-09-29,0.0
Jorge Otero,0,1,0,0,,
Robert Frazier,0,1,0,0,,
Will McIntyre,0,1,0,1,2001-10-13,0.0
Eidy Moya,1,1,1,1,2002-04-19,0.0
Alex Baba,0,1,0,0,,
Mike Trejo,0,1,0,1,2001-11-09,0.0
Jesus Chavez,2,3,1,1,2007-02-03,0.0
Wolf Tokimitsu,0,1,0,1,2001-11-11,0.0
Howard Eastman,0,2,0,0,,
Anthony Mundine,7,4,3,1,2001-12-01,63.63636363636363
Robert Koon,0,1,0,1,2001-12-22,0.0
Leonard Dorin,2,1,0,1,2004-07-24,0.0
Sergio Perez,0,1,0,0,,
Glen Kelly,0,1,0,1,2002-02-02,0.0
Jason Papillion,0,1,0,1,2002-02-02,0.0
Damrong Kongsuk,1,2,0,2,2002-05-18,0.0
Jean Marc Mormeck,6,3,2,3,2006-01-07,25.0
Shingo Yamaguchi,0,3,0,2,2002-02-23,0.0
Alexander Munoz,7,4,3,0,,
Cruz Carbajal,3,1,2,0,,
Antonio Margarito,10,5,8,1,2009-01-24,0.0
Kazuhiro Ryuko,0,1,0,1,2002-03-23,0.0
Martin Castillo,4,3,0,2,2006-07-22,0.0
Ricardo Mayorga,4,3,2,2,2006-05-06,0.0
Ezra Sellers,0,2,0,2,2002-04-06,0.0
Theera Phongwan,4,1,2,0,,
Michele Piccirillo,1,3,0,1,2007-12-01,0.0
Cory Spinks,7,6,0,3,2005-02-05,37.5
Daisuke Naito,5,3,2,1,2002-04-19,62.5
Osamu Sato,1,2,1,0,,
Ben Tackie,0,1,0,0,,
Thomas Hansvoll,0,1,0,0,,
Omar Narvaez,28,3,10,1,2014-12-30,0.0
Kirk Johnson,0,1,0,0,,
Eiji Kojima,0,2,0,2,2002-07-31,0.0
Daniel Attah,0,1,0,0,,
Miguel Barrera,2,1,1,1,2003-05-31,0.0
Joan Guzman,7,1,2,0,,
Fabio Daniel Oliva,0,1,0,1,2002-08-17,0.0
Miguel Angel Jimenez,0,1,0,0,,
Takaloo,0,1,0,0,,
Kengo Nagashima,0,1,0,1,2002-08-24,0.0
Erik Lopez,0,1,0,0,,
Jesus Martinez,0,1,0,0,,
Clinton Woods,5,4,2,1,2002-09-07,55.55555555555556
Salim Medjkoune,2,2,0,2,2003-07-04,0.0
Naotaka Hozumi,0,1,0,1,2002-10-10,0.0
Wayne Braithwaite,4,2,3,0,,
Vincenzo Cantatore,0,2,0,1,2002-10-11,0.0
Sutep Wangmuk,3,3,1,2,2002-10-12,50.0
Danny Perez,0,1,0,0,,
Scott Harrison,8,1,5,0,,
Juan Palacios,0,2,0,0,,
Vivian Harris,4,2,2,2,2005-06-25,0.0
Prayat Sawaingam,0,2,0,1,2002-10-26,0.0
Dennis Holbaek Pedersen,0,1,0,0,,
Agustin Luna,0,1,0,1,2002-11-16,0.0
Rudy Markussen,0,1,0,0,,
Jorge Mata,1,1,0,1,2003-03-28,0.0
Jairo Arango,0,1,0,0,,
Hidenobu Honda,0,2,0,0,,
Lamont Pearson,0,1,0,1,2002-12-05,0.0
Jameel McCline,0,3,0,0,,
Andrea Sarritzu,0,2,0,1,2011-10-28,0.0
Luis Alberto Perez,5,1,1,0,,
Matt Zegan,0,1,0,0,,
Roy Doliguez,0,1,0,1,2003-01-18,0.0
David Santos,0,1,0,0,,
Rafael Marquez,9,4,1,1,2007-08-04,0.0
Ravea Springs,0,1,0,1,2003-02-21,0.0
Ernesto Castro,0,1,0,1,2003-02-22,0.0
Juan Carlos Candelo,0,1,0,0,,
Alejandro Garcia,3,2,1,1,2003-12-13,33.33333333333333
Corrie Sanders,1,1,1,1,2004-04-24,0.0
Mehdi Sahnoune,1,2,1,2,2003-10-10,0.0
Eduardo Ray Marquez,1,1,1,0,,
Morrade Hakkar,0,1,0,0,,
Vincenzo Gigliotti,0,1,0,0,,
Oscar Leon,0,1,0,0,,
Antonio Tarver,5,5,1,0,,
Shigeru Nakazato,0,3,0,1,2005-04-29,0.0
Fernando Velardez,0,1,0,1,2003-05-03,0.0
Ivan Calderon,19,3,3,3,2010-08-28,0.0
Edgar Cardenas,1,2,1,2,2003-10-04,0.0
Randy Mangubat,0,1,0,0,,
Katsushige Kawashima,3,4,1,1,2007-01-03,0.0
Fulgencio Zuniga,0,4,0,1,2009-03-13,0.0
Mahyar Monshipour,6,2,4,1,2006-03-18,0.0
Souleymane M'baye,1,3,1,1,2013-07-13,0.0
Emmanuel Lucero,0,1,0,1,2003-07-26,0.0
Jorge Rodrigo Barrios,3,2,3,1,2003-08-09,60.0
Danny Green,1,3,0,1,2011-11-30,0.0
Lorenzo Trejo,0,3,0,1,2007-09-16,0.0
Mads Larsen,0,1,0,0,,
Felix Sturm,16,5,4,1,2006-07-15,76.47058823529412
Hector Javier Velazco,0,1,0,0,,
Jose Antonio Rivera,2,2,0,1,2007-01-06,0.0
Michel Trabant,0,1,0,0,,
Fres Oquendo,0,3,0,1,2004-04-17,0.0
Rhoshii Wells,0,1,0,0,,
Damaen Kelly,0,1,0,1,2003-09-27,0.0
Gerardo Espinoza,0,1,0,1,2003-10-04,0.0
David Guerault,0,1,0,0,,
Phillip Ndou,0,1,0,1,2003-11-01,0.0
Hussein Hussein,0,1,0,0,,
Alexander Petkovic,0,1,0,0,,
Namchai Saru,0,1,0,1,2003-11-22,0.0
Lorenzo Parra,6,3,0,1,2007-03-19,0.0
Luis Andres Pineda,0,1,0,1,2003-12-13,0.0
Jaime Rangel,0,1,0,1,2003-12-13,0.0
Travis Simms,3,1,2,0,,
Jairo Tagliaferro,0,1,0,0,,
Ruben Varon,0,1,0,0,,
Trash Nakanuma,0,2,0,0,,
Dmitry Kirillov,1,3,0,1,2008-08-02,0.0
Eagle Kyowa,7,2,1,1,2004-12-18,71.42857142857143
Zsolt Erdei,13,0,4,0,,
Yoshinori Nishizawa,0,2,0,1,2004-01-19,0.0
Gianluca Branco,0,2,0,1,2006-03-04,0.0
Pete Frissina,0,1,0,0,,
Hercules Kyvelos,0,1,0,1,2004-01-31,0.0
Ryuhei Sugita,0,1,0,1,2004-02-08,0.0
Mger Mkrtchyan,0,1,0,1,2004-02-21,0.0
Andre Thysse,0,1,0,0,,
Walter Estrada,0,1,0,1,2004-03-06,0.0
Reginaldo Martins Carvalho,0,1,0,1,2004-03-06,0.0
Luis Bolano,0,2,0,2,2004-03-06,0.0
Nobuaki Naka,0,1,0,0,,
Israel Vazquez,8,1,5,0,,
Lamon Brewster,4,2,3,0,,
Miguel Callist,0,1,0,1,2004-04-10,0.0
Louis Azille,0,1,0,0,,
Michael Lerma,0,1,0,0,,
Kelvin Davis,1,0,1,0,,
